,Lyrics
"""Lost in Love""",realize best part love thinnest slice count much letting believe still much believe lift eye feel reach star show plan figured needed someone show know fool lovin long started easy want carry carry lost love know much thinkin aloud fell touch back foot eager wanted lift eye feel reach star show plan figured needed someone show might also like know fool lovin long started easy want carry carry lost love know much thinkin aloud fell touch back foot eager wanted know fool lovin long started easy want carry carry lost love know much thinkin aloud fell touch back foot eager wanted lost lost love lost love lost love lost lost love lost love lost love 
"""Little Jeannie""",little jeannie got much love little jeannie take strike give like little jeannie got much love little jeannie see make man want acrobat want lover others would treat cruel jeannie always someone fool little jeannie got much time little jeannie though grown beyond year still retain fear youth little jeannie got much time little jeannie burnin fast searchin lasting truth might also like want acrobat want lover others would treat cruel jeannie always fool want acrobat want lover others known quite jeannie still love stepped life bad dream makin life seem suddenly shiny new jeannie jeannie love stepped life bad dream makin life seem suddenly shiny new jeannie jeannie love stepped life bad dream makin life seem suddenly shiny new jeannie jeannie love stepped life bad dream makin life seem suddenly shiny new jeannie jeannie love love stepped life bad dream makin life seem suddenly shiny new jeannie jeannie love love 
"""Ride Like the Wind""",night body weak run time sleep got ride ride like wind free got long way make border mexico ride like wind ride like wind born son lawless man always spoke mind gun hand lived nine life gunned ten gon ride like wind got long way make border mexico ride like wind ride like wind might also like accused tried told hang nowhere sight church bell rang never kind told gon ride like wind get old night body weak run time sleep got ride ride like wind free got long way make border mexico ride like wind ride like wind got long way make border mexico ride like wind ride like wind gon ride like wind ride gon ride like wind gon ride 
"""Upside Down""",said upside turning giving love instinctively round round turning upside boy turn inside round round upside boy turn inside round round instinctively give love need cherish moment respectfully say thee aware cheating one make feel like upside boy turn inside round round upside boy turn inside round round might also like know got charm appeal always play field crazy think mine long sun continues shine place heart bottom line upside boy turn inside round round upside boy turn inside round round instinctively give love need cherish moment respectfully say thee aware cheating one make feel like upside boy turn inside round round upside boy turn inside round round upside boy turn inside round round upside boy turn inside round round upside turning giving love instinctively round round turning say thee respectfully upside turning giving love instinctively around around turning say thee respectfully said upside turning giving love instinctively around around turning say thee respectfully upside turning giving love instinctively round round turning say thee respectfully upside turning 
"""Please Don't Go""",love yeah babe love want know gon miss love minute walk door please away please begging stay leave least lifetime one dream come true blessed loved someone wonderful please away please begging stay hey hey hey might also like yeah babe love want know gon miss love minute walk door please away hey hey hey need love knee beggin please please please hear baby leave please want know love please leave baby please 
"""Babe""",babe leaving must way time drawing near train going see eye love need tear lonely without need love see please believe heart hand missing cause know babe whenever get weary enough feel like giving know babe giving courage strength need please believe true babe love might also like know babe whenever get weary enough feel like giving know babe giving courage strength need please believe true babe love babe leaving say somehow try smile know feeling trying forget cause lonely without need love see please believe heart hand cause missing babe love babe love ooh baby 
"""With You I'm Born Again""",come bring softness comfort madness woman know born come give sweetness weakness lying safe within arm born half whole step none reaching world need one come show kindness arm know find woman know born lying safe born come bring softness comfort madness woman know born might also like come give sweetness weakness weakness lying safe within arm born woman know born half whole step none reaching world need one come show kindness arm know find woman know born lying safe born 
"""Shining Star""",oooooohh yeahhhh honey shining star away baby wan right dying day yeah baby many tried tried find love like mine mmmmm hmmmmm mmmmmm girl realize hypnotize make love time yeah baby honey never leave lonely give love honey shining star away baby wan right dying day yeah baby might also like feel good lying next lost love yeah baby baby touch love much ever dreamed yeah baby honey never leave lonely give love honey shining star away girl baby wan right dying day mmmm hmmmm honey shining star away oah baby honey shining star away baby honey right dying day ahhhh yeah honey shining star shining star honey shining star away yeah baby honey shining star away ooh baby honey 
"""Still""",lady morning moment away without laughed said never needed wonder need played game people play made mistake along way somehow know deep heart needed remembering pain must say deep mind locked away love still memory time sure never forget feeling put aside sometimes try understand heavy mind many dream flow away many word say two people lost storm lost found know let love still might also like played game people play made mistake along way somehow know deep heart needed cause needed desperately blind see love 
"""Yes, I'm Ready""",even know love way want baby ready learn yes ready learn fall love fall love fall love baby even know hold hand make understand ready learn yes ready learn hold hand make understand hold hand right even know kiss lip moment like yeah gon learn thing want yeah might also like ready yes ready ready yes ready fall love fall love fall love ready yes ready ready yes ready ready yes ready ready love hold kiss want squeeze need ready ready yes ready ready love need kiss want squeeze trust take ready yes ready yes ready yes ready love want kiss need squeeze hold 
"""Sexy Eyes""",sitting alone watching people getting dancing cross floor turning movement back forth lover one lonely night looked see sexy eye moving cross floor want sexy eye sexy eye getting wan move sexy eye got took hand began dance music ooh magic cast spell take long til fell knew lonely night gon sexy eye moving cross floor want sexy eye sexy eye getting wan move sexy eye lonely night gon sexy eye moving cross floor want sexy eye sexy eye getting wan move sexy eye sexy eye getting wan move sexy eye sexy eye getting wan move sexy eyesyou might also like 
"""Steal Away""",come hold like told show want know steal away steal away night know right tease please show came steal away steal away night know right might also like night babe baby tonight ooh caught glancing way know second chance tonight steal away steal away steal away steal away night know right night know right steal away know right night babe steal away make tonight steal away 
"""Biggest Part of Me""",yeah sunrise new sun risin eye see new horizon realize keep realizin biggest part stay night need lovin beside shine light need close enough guide life hopin would find biggest part well make wish baby well make come true make list baby thing risk lettin love rain could wash away past may start anew rainbow risin shoulder love flow gettin better older know wan hold life breathes forever got feelin forever together gon stay together forever nothin better biggest part might also like hey make wish baby wish come true well make come true make list baby make list thing thing risk let rain lettin love rain could wash away past wash may start anew easy feelin brings joy tell mean flow like lazy river eternity finally found someone belief belief belief never leave found need tee mmm make life grand hey hey make wish baby wish come true make come true make list baby make list thing thing risk let rain lettin love rain could wash away past wash may start anew yeah yeah yeah beside need lovin beside guide keep close enough guide inside fear inside biggest part forever got feeling forever together gon stay together forever forever biggest part life breathes biggest part hmm mmm changed life made right servant rest life baby biggest part yeah ooh baby 
"""This Is It""",time life wondering still somehow believed always survive sure waiting hear one good reason try say left provide think maybe want gon wait sign miracle stand fight make mistake back corner fool anymore waiting room run way hide time wonderin moment decide let believe leave behind keep near heart know whatever side might also like say maybe want life miracle stand fight make mistake goin done one tell know woah woah ahh make choice go time know come day every life make mistake goin done one way another one tell future know back corner make choice go waiting one tell future know goin 
"""Cupid/I've Loved You for a Long Time""",straight lover heart nobody cupid please hear cry let arrow fly straight lover heart mean bother distress danger losin happiness love girl know exist fix cupid draw back bow let arrow straight lover heart cupid arrow make love storm promise love eternity know two heart steal help cupid draw back bow let arrow straight lover heart hear callin tear keep fallin got lot nana cupid cupid look loved long time time make baby loved long time time make baby look turn away say please look way say leave alone say live without hey loved long time time make baby loved long time time make baby girl know love hurt bad telling come look want try see live without loved long time time make baby make baby cupid draw back bow let arrow straight lover heart hear callin hear love getting stronger got callin louder cupid cupidyou might also 
"""Let's Get Serious""",close eye see face night tossin turnin fall sleep holding pillow tight time think matter walk around smile upon face mind taken permanent space life filled nothing le sweet love care tenderness let get serious let get serious let get serious fall love let get serious let get serious let get serious fall love might also like call name lose self control touch hand feel deep soul feeling explain feeling let get serious ooh let get serious let get serious fall love let get serious let get serious let get serious fall love baby let get serious yeh yeh yeh yeh yeh yeh yeh yeh yeh yeh arm place wan love love inside longing fair got much want share let get serious let get serious let get serious fall love let get serious let get serious let get serious fall love let get serious let get serious let get serious fall love let get serious let get serious let get serious fall love thought together serious mean magic love forever serious let get serious fall love watch quitting serious love giving serious let get serious fall love let get serious let get serious let get serious fall love let get serious let get serious let get serious fall love baby let get serious yeh yeh yeh yeh yeh yeh yeh yeh yeh yeh aow ooh night young quite young let one one going place want see let body travel mind place love always shine let get serious ooh let get serious let get serious fall love let get serious let get serious let get serious fall love let get serious let get serious let get serious fall love let get serious let get serious let get serious fall love feel like exploding serious cause stuff hot holding serious let get serious fall love girl got body moaning serious believe made cloning serious let get serious fall love serious ooh serious let get serious fall love 
"""Don't Fall in Love with a Dreamer""",look sitting never looked better tonight would easy tell stay like done many time sure would night close door wan stay easy tell wait like done many time fall love dreamer cause always take think really changed leave fall love dreamer cause break every time put light hold say goodbye morning phone ring say got get thing together got leave change mind knew thinking girl turn around ask one time might also like fall love dreamer cause always take think really changed leave fall love dreamer cause break every time put light hold say goodbye said goodbye 
"""Sailing""",well far paradise least wind right sail away find tranquility canvas miracle wait see believe far never never land reason pretend wind right find joy innocence canvas miracle wait see believe sailing take away always heard could dream wind carry soon free fantasy get best sailing caught reverie every word symphony believe might also like sailing take away always heard could dream wind carry soon free well far back sanity least wind right sail away find serenity canvas miracle wait see really believe sailing take away always heard could dream wind carry soon free 
"""Longer""",higher bird ever flew longer star heaven love stronger mountain cathedral truer tree ever grew deeper forest primeval love bring fire winter send shower spring fly fall summer love wing year fire start mellow burning line book life though binding crack page start yellow love love longer fish ocean higher bird ever flew longer star heaven love love youyou might also like 
"""Coward of the County""",everyone considered coward county never stood one single time prove county wrong mama named tommy folk called yellow something always told reading tommy wrong ten year old daddy died prison looked tommy cause brother son still recall final word brother said tommy son life begun promise son thing done walk away trouble mean weak turn cheek hope old enough understand son fight man someone everyone tommy love becky arm prove man one day working gatlin boy came calling took turn becky three tommy opened door saw becky cry torn dress shattered look could stand reached fireplace took daddy picture tear fell daddy face heard word might also like promise son thing done walk away trouble mean weak turn cheek hope old enough understand son fight man gatlin boy laughed walked barroom one got met half way cross floor tommy turned around said hey look old yella leavin could heard pin drop tommy stopped locked door twenty year crawling bottled inside holding nothing back let tommy left bar room gatlin boy standing said one becky watched last one fall heard say promised dad thing done walk away trouble please think weak turn cheek papa sure hope understand sometimes got fight man everyone considered coward county 
"""Ladies' Night""",mmm yeah night yes lady night feeling right yes lady night night night yes lady night feeling right yes lady night night girl got one night special everywhere new york hollywood lady night girl feeling good yes lady night feeling right yes lady night night night yes lady night feeling right yes lady night night might also like romantic lady single baby mmm sophisticated mama ooh come disco lady yeah stay tonight mama hear noise boy lady night huh gon step lady night steppin lady night gon step lady night steppin lady night yes lady night feeling right yes lady night night night yes lady night feeling right yes lady night night disco light name seen fulfill dream party party everywhere night baby got well night tonight everything gon alright night tonight everything gon alright night tonight everything gon alright night tonight everything gon alright night tonight come let celebrate everything gon alright night tonight everything gon alright night tonight come let celebrate everything gon alright night tonight everything gon alright night tonight come let celebrate everything gon alright night tonight everything gon alright night tonight come let celebrate everything gon alright night tonight everything gon alright 
"""Too Hot""
",seventeen fell love high school sweetheart love brand new took vow man wife forever life remember made way little patience time pray imagine love feelin pain girl lose hot hot hot lady hot got run shelter got run shade hot hot hot lady hot got cool anger mess made long ago love love flyin high never took time stop feel need funny year changing changing might also like remember love fever heart girl mind imagine love feelin pain girl lose hot hot hot lady hot got run shelter got run shade hot hot hot lady hot got cool anger mess made long ago love feeling pain hot hot hot lady hot got run shelter got run shade hot hot hot lady hot got cool anger mess made hot hot hot lady hot got run shelter got run shade hot hot hot lady hot got cool anger got cool mess made hot baby hot yes hot hot take stand baby lover hot took vow hot man wife forever hot hot baby hot please listen hot hurt bad know got leave hot hot hot got run shelter baby got run shade hot hot hot baby hot got cool anger got cool mess made warm hot warm hot hot baby yeah got run shade come hot leaving hot goodbye cry 
"""Take Your Time (Do It Right)""",let let let let ooh baby let take time let ooh come baby let take time let verse know ought slow working hard fact sit back relax take time laugh smile lay heavy load stop kick back seems never take time thing want yeah chorus baby take time right baby tonight baby take time right baby tonight baby take time right baby tonight baby take time right baby tonight might also like verse love feel feel one life live love give yeah many thing see yeah let take time alone lock door pull phone yeah chorus baby take time right baby tonight baby take time right baby tonight baby take time right baby tonight baby take time right baby tonight bridge take time take time take time take time take time take time take time second chorus take time ooh baby take time take night alright early morning light come baby night take time come baby let tonight take time baby take night come let right take time ooh baby come let let let mind ooh baby right take time let take night come baby let early morning light let let let right come baby let take night come baby let let right come honey let take night let let let right come baby let take night come honey let let tonight let right baby take time right baby tonight baby take time right baby tonight baby take time right baby tonight baby take time right baby tonight baby take time right baby tonight baby take time right baby 
"""No More Tears (Enough Is Enough)""",hmmm hmmm hmmm oooh oooh ooh raining pouring love life boring tear year sunshine moonlight stardust sign romance stand chance always dreamed find perfect lover turned like every man loved loved raining raining pouring pouring nothing left waste another tear hey hey enough put stuff might also like fill get check pay bill tell get nothing left talk pack raincoat show look eye simply shout enough enough enough enough enough enough loved loved enough enough enough enough enough reached end pretend right feeling gone think twice move get tell get say clearly spell enough enough enough enough enough enough want want door enough enough enough enough enough always dreamed found perfect lover turned like every man loved choice start loved got listen heart loved tearing apart enough enough enough enough enough enough want want door enough enough enough enough enough tear tear tear tear tear tear tear tear enough enough enough enough enough enough always dreamed found perfect lover turned like every man choice start got listen heart tearing apart enough enough enough enough enough enough want want door goodbye mister goodbye goodbye mister goodbye sugar raining pouring nothing left waste another tear tear enough enough enough enough enough enough enough enough 
"""More Love""",make wait open heart let love come want moment start fill heart love joy age time could ever destroy honey love sound take hundred life time live wear tear fiction act real fact always belong day living make sure giving love joy age time could ever destroy honey love sound take hundred life time live wear tear might also likeas grow older need fear need beside every step way heart truthful keeping youthful love joy age time could ever destroy honey love sound take hundred life time live wear tear 
"""Pop Muzik""",pop pop pop muzik pop pop pop muzik get get pop pop pop muzik pop pop pop muzik radio video boogie suitcase living disco forget rat race let milkshake selling like hotcake try buy fee fum talk pop muzik talk pop muzik shoobie doobie doo wop want dedicate pop pop shoo wop everybody made shoobie doobie doo wop infiltrate pop pop shoo wop activate might also like new york london paris munich everybody talk pop muzik talk pop muzik talk pop muzik pop pop pop muzik pop pop pop muzik sing subway shuffle shoe shine mix molotov headline want gunslinger rock singer eenie meenie miney way wan talk pop muzik talk pop muzik shoobie doobie doo wop right betweenie pop pop shoo wop eenie meenie shoobie doobie doo wop right betweenie pop pop shoo wop know meanie hit know say talk talk pop muzik talk talk pop muzik pop pop pop muzik pop pop pop muzik around world pop pop pop muzik wherever pop pop pop muzik dance street anything like pop pop pop muzik car middle night pop pop pop muzik pop pop pop muzik pop pop pop muzik pop pop pop muzik pop pop pop muzik dance supermart dig fast lane listen countdown playing song get jumping jack want hold get back moonlight muzak knick knack paddy wack talk pop muzik talk pop muzik shoobie doobie doo wop around pop pop shoo wop want surround shoobie doobie doo wop around pop pop shoo wop hit new york london paris munich everybody talk mmm pop muzik talk pop muzik talk pop pop muzik pop pop pop muzik pop pop pop muzik listen talk pop pop pop muzik talk pop pop pop muzik talk fever pop pop pop muzik pop pop pop muzik read loud clear hit pop pop pop muzik hit pop pop pop muzik talk pop pop pop muzik wrong way around pop pop pop muzik upside 
"""Brass in Pocket""",glass clear weather bled slow head low zombie walking dead flow homies wake bed get stoned medicine cabinet lettuce smoking half kidney stone masochist piss spitting spastic lip illmatic clip acid trip got making classic lick drunk guitar call fender bender love letter return sender tender cheap trick throw big hit get surrender baby crazy make pretender brass pocket crashing rocket german burning sherman behind sprocket got feeling live saturday night good time sadder might ignore story always partying dormitory glory shout forty mama abort gone corny amy winehouse dress back black mourn na pours glass cherry wine life good yes feeling fine cop bucket red vine pas time sharp word cause relationship flat line might also likechorus life good could always better homies keep telling forget cat mouse searching cheddar please king like name coretta verse please please king like checker expressing common woe domino looking girl model clothes like sara bareilles bottle soul sunny day funny way found pot gold asher roth honey blaze remind thought old treasure heart hoping heaven farthest destination life test taking got know maybe awolnation embraced see fresh like key baby blaze tree baby face steeze know place achy knee heaven god play sade vagabond turned padowan anakin racing past mannequin pod race king throne sat upon repeat 
"""Special Lady""",billy singin first tenor second naw harry singin second man exciting girl bring bass man hey man bring little bit got special lady let get harmony come cause got sittin top world sittin top world somehow knew would change gray sky blue strange called name ever since day ooh met sun want shine sudden slipped behind pop pop went reason mind sweet special lady exciting girl ooh exciting got special lady lady cause got sittin top world sittin top world might also likei like song key came gave soul melody thanks pullin always lost win met sun want shine sudden slipped behind pop pop went reason mind must special lady lady exciting girl exciting woo got special lady lady cause got sittin top world sittin top world sittin top world sittin top world met sun want shine suddenly slipped behind pop pop went reason mind must special lady exciting girl got special lady cause got sittin top world sittin top world must special lady lady exciting girl lady got special lady get billy brown right cause got sittin top world sittin top world must special lady woo exciting girl girl got special lady fade 
"""Send One Your Love""",send love dozen rose make sure know flower heart show love hold back feeling need reason straight heart heard many say day romance people falling love old fashioned waiting day let slip away hiding need fulfill heart desire love passion send love dozen rose make sure know flower heart show love hold back feeling need reason straight heart might also like know people say two heart beating one unreal happen make believe story blind must believe see around miracle love glory show love hold back feeling need reason straight 
"""The Second Time Around""",whoa whoa whoa yeah whoa whoa whoa yeah high muhfucka man whoa whoa whoa yeah straight gon like nigga whoa whoa whoa yeah hop car woman gather round like god ipod peace god sayonara bitch second time around like shalamar hit new york bar high broccoli hit queen queen like king jaffe sixteen like biz markie sixteen round buck like milwaukee come ride sound like homicide mark know guy gettin fly rap danger six gun one man thirty six chamber brick city board like campaign drinkin le champagne got flow looser spare change look dummy never lane got either hard home know nigga like keeping chrome hear woman hittin phone know nigga like hard hard hard hard hard hard hard hard hard might also like hey chick tell cock blockin chick take shoppin young nigga run vet bhop leave talkin box like troutman nigga act hood roll looking like lie like floss foot gas pedal like skrrrt new air pimp motion hot chick love kick coach whatever richer vega may get eleven ocean whoa allow show real cannon body yell action slater clappin sound like savion shoe tappin got either hard home know nigga like keeping chrome hear woman hittin phone know nigga like hard hard hard hard hard hard hard hard hard gon find another nigga like even inner like like cocky hater wan mock style sloppy like aisle swap meet barbershop fade finally weakest link get eliminated young boy yellin made gon create elevated got either hard home know nigga like keeping chrome hear woman hittin phone girl know nigga like hard let hard hard hard hard gilla house nigga hard hard hard hard going haaard dum tss 
"""We Don't Talk Anymore""",used think life sweet used think complete believe throw away used feel made used feel could sail away imagine feel today well seems long time ago lonely one come letting one know done funny talk anymore funny talk anymore losing sleep counting sheep sheep funny talk anymore ohoho talk ooohooohooo might also like well really matter guess leaving meant wan free well hope know way come cry lonely one remember done funny talk anymore funny talk anymore losing sleep counting sheep sheep funny talk anymore ohoho talk ooohooohooohooo talk losing sleep counting sheep sheep funny talk anymore ohoho talk ahaha talk 
"""Stomp!""",steppin weekend open wide fill let blast jam ride cruisin around street listen party foot slap five place arrived alive everybody take top gon stomp night neighborhood feel alright gon stomp night wan party til morning light mmm runnin runnin runnin set hot people wall wall old one young thing short one standing tall grab one smile face hit floor stay right case heat funk leave alone everybody take top gon stomp night neighborhood feel alright gon stomp night wan party til morning light gon stomp night neighborhood feel alright gon stomp night wan party til morning light stomp might also like stomp step put foot feel fit stomp wan quit put heel feeling stomp night neighborhood feel alright gon stomp night wan party til morning light well well well gon stomp night neighborhood feel alright gon stomp night wan party til morning light gon stomp night neighborhood feel alright gon stomp night wan party til morning light stomp stomp step put foot feel fit take top stomp wan quit put heel feeling take top stomp step put foot feel fit stomp wan quit put heel feeling stomp step put foot feel fit stomp wan quit put heel feeling 
"""Heartache Tonight""",somebody gon hurt someone night somebody gon come undone nothin everybody want touch somebody take night everybody want take little chance make come right gon heartache tonight heartache tonight know gon heartache tonight heartache tonight know lord know people like stay late folk hold long nobody want home much goin might also like night gon last forever last last summer long time sun come radio gon play song gon heartache tonight heartache tonight know gon heartache tonight heartache tonight know lord know gon heartache tonight moon shinin bright turn light get right gon heartache tonight heartache tonight know heartache baby instrumental bridge somebody gon hurt someone somebody night somebody gon come undone nothin everybody everybody want touch somebody take night everybody want take little chance make come right gon heartache tonight heartache tonight know gon heartache tonight heartache tonight know let beat around bush get bone leave parkin lot either way gon heartache tonight heartache tonight know lord know heartache tonight heartache tonight know woo woo outro break heart baby 
"""Tired of Toein' the Line""",baby tired toein line know wan jump baby baby baby making cry baby gon find someone new someone true toein line know cause see sign let waste precious time baby tired toeing line want get rid baby baby baby fine baby tired toein line gon put walking shoe leave far behind might also likeyou rolling divine fix broken heart mine baby tired toein line baby tired toein line baby tired toein line baby tired toein line baby tired toein line baby tired toein 
"""Better Love Next Time""",friend talk read fate see misery cause one love left dry start believin gon die pick heart floor try try find better love next time baby give know gon find better love next time baby someone waiting line better love better love better love better love next time sometimes better let think know good cry wash heart keep inside tear apart sometimes lose gon win keep hanging find better love next time baby give know gon find better love next time baby someone waiting line better love better love might also like better love next time baby give know gon find better love next time baby someone waiting line better love better love better love next time baby give know gon 
"""Him""",window pack cigarette brand understand sometimes girl forgets forgets hide know left smoke behind say friend say blind gon gon without without one get get free know look like know know thought would say mine want let way three one many leaf stay might also like gon gon without without one get get free want exactly goodbye back without gon gon without without one get get free time make girl see gon gon without without one get get free time make girl see 
"""Bette Davis Eyes""",hair harlow gold lip sweet surprise hand never cold got bette davis eye turn music think twice pure new york snow got bette davis eye tease unease better please precocious know take make pro blush got greta garbo stand sigh got bette davis eye let take home whets appetite lay throne got bette davis eye might also like take tumble roll like dice come blue got bette davis eye expose snow foot crumb throw ferocious know take make pro blush boy think spy got bette davis eye tease unease better please precocious know take make pro blush boy think spy got bette davis eye tease unease please got bette davis eye expose snow know got bette davis eye 
"""Endless Love""",love life thing right first love every breath take every step make want share love one else eye eye eye tell much care yes always endless love two heart two heart beat one life begun forever ooh hold close arm resist charm love love fool sure know mind know mind cause mean world know know found found endless love might also like ooh boom boom boom boom boom boom boom boom boom boom boom boom boom ooh love love fool sure know mind know mind mind yes one cause one deny love inside give love love love endless love 
"""Lady""",lady knight shining armor love made love many way want say love let hold arm forever gone made fool lost love belong together believe song lady many year thought never find come life made whole forever let wake see every morning let hear whisper softly ear might also like eye see one else love like love yes yes always want near waited long lady love love need beside want cause love something want know love life lady 
"""(Just Like) Starting Over""",life together precious together grown grown although love still special let take chance fly away somewhere alone long since took time one blame know time fly quickly see darlin like fallin love like startin startin everyday used make love making love nice easy time spread wing fly let another day love like startin starting take alone take trip somewhere far far away together alone like used early day well well darlin might also like long since took time one blame know time fly quickly see darlin like fallin love like startin startin look life together precious together grown grown although love still special let take chance fly away somewhere starting 
"""Jessie's Girl""",jessie friend yeah know good friend mine lately something changed hard define jessie got girl wan make mine watching eye lovin body know holding arm late late night know wish jessie girl wish jessie girl find woman like play along charade seem reason change know feel dirty start talking cute wan tell love point probably moot cause watching eye lovin body know holding arm late late night might also like know wish jessie girl wish jessie girl find woman like like jessie girl wish jessie girl find woman find woman like lookin mirror time wonderin see funny cool line way love supposed tell find woman like know wish jessie girl wish jessie girl want jessie girl find woman like like jessie girl wish jessie girl want want jessie girl 
"""Celebration""",yahoo celebration yahoo celebration celebrate good time come let celebrate celebrate good time come let celebrate party goin right celebration last throughout year bring good time laughter gon celebrate party come celebration let celebrate good time celebration gon celebrate good time time come together pleasure everyone around world come yahoo celebration yahoo might also like celebrate good time come celebration celebrate good time come let celebrate party goin right dedication last throughout year bring good time laughter gon celebrate party come celebration let celebrate good time yeah yeah celebration gon celebrate good time time come together pleasure everyone around world come yahoo celebration yahoo celebration celebrate good time come let celebrate come celebrate good time come let celebrate gon good time tonight let celebrate right gon good time tonight let celebrate right baby gon good time tonight celebration let celebrate right gon good time tonight celebration let celebrate right yahoo yahoo celebrate good time come let celebrate celebrate good time come celebration celebrate good time come let celebrate celebrate good time come come celebrate tonight baby everything gon alright let celebrate celebrate good time come celebrate good time come let great time celebrate celebrate good time come 
"""Kiss on My List""",friend wonder call time say feel need give secret away think maybe need help though know right alright better listening friend advice insist knowing bliss tell wan know reason smile lie tell kiss kiss list kiss kiss list kiss list best thing life kiss kiss list kiss kiss resist kiss miss turn light crazy wonderin really see night take time cause mean sometimes forget forget want want regret done regret might also like insist knowing bliss tell want know reason smile lie tell kiss kiss list kiss kiss list kiss list best thing life kiss kiss list kiss kiss resist kiss miss turn light really miss babe ahh kiss kiss list kiss kiss list kiss list best thing life babe kiss kiss list kiss kiss resist kiss miss turn light kiss kiss list kiss kiss resist kiss list best thing life ooh kiss kiss list kiss kiss resist 
"""I Love a Rainy Night""",love rainy night love hear thunder watch lightning light sky know make feel good well love rainy night beautiful sight love feel rain face taste rain lip moonlight shadow shower washed care away wake sunny day cause love rainy night yeah love rainy night well love rainy night well love rainy night ooh ooh love rainy night love rainy night love hear thunder watch lightning light sky know make feel good might also likewell love rainy night beautiful sight love feel rain face taste rain lip moonlight shadow put song heart mine put smile face every time cause love rainy night yeah love rainy night ooh love rainy night yeah love rainy night ooh ooh shower washed care away wake sunny day cause love rainy night yeah love rainy night well love rainy night love rainy night well love rainy night see eye yeah love rainy night well make high ooh love rainy night know yeah yeah love rainy night love rainy night see eye 
"""9 To 5""",tumble bed stumble kitchen pour cup ambition yawn stretch try come life jump shower blood start pumpin street traffic start jumpin folk like job workin way make livin barely gettin takin givin use mind never give credit enough drive crazy let service devotion would think would deserve fair promotion want move ahead bos seem let swear sometimes man get mmmmm let dream watch shatter step bos man ladder got dream never take away boat lot friend waitin day ship come tide gon turn gon roll way might also like working way make livin barely gettin takin givin use mind never get credit enough drive crazy let yeah got want better life think rich man game matter call spend life puttin money wallet way make livin barely gettin takin givin use mind never give credit enough drive crazy let yeah got want better life think rich man game matter call spend life puttin money wallet 
"""Keep on Loving You""",seen look eye baby something missing known tone voice maybe listen played dead never bled instead lay still grass coiled hissing though know men still remember cause baby way still together meant every word said said love meant love forever gon keep loving cause thing wan wan sleep wan keep loving might also like meant every word said said love meant love forever gon keep loving cause thing wan wan sleep wan keep loving baby gon keep loving cause thing wan wan sleep wan keep loving 
"""Morning Train (Nine to Five)""",stretchin yawnin another day ahead seems last forever time go slowly till babe together start fly cause moment time take flight moment everything alright night time right time make love time take baby take morning train work nine five take another home find waitin baby take morning train work nine five take another home find waitin take movie restaurant slow dancing anything want catch light give make feel alright baby take morning train work nine five take another home find waitin might also likeall day think dreamin constantly crazy mad crazy mad crazy mad step train amazingly full fight work day earn pay play night baby take morning train work nine five take another home find waitin baby take morning train always morning train work nine five work hard take another home find waiting baby take morning train work nine five take another home find waitin 
"""Being with You""",care think care say care think leaving gon beg stay care start avoid care care anything else honey leave scene picture screen let say told tell love let heard warning voice friend relation tell heart break reputation care think care say care think leaving gon beg stay care start avoid care care anything else might also like people change always noticed change like love blind want much til mind one thing know sure really really real never felt way make feel care think care say care think leaving gon beg stay care start avoid care care anything else care anything else wan care start avoid 
"""Queen of Hearts""",midnight waiting twelve five hoping take little farther line moonlight heartache disguise keep heart breaking short time playing queen heart knowing really smart joker fool anything laying another lie thinking bout life crime cause keep away honey know make mad everybody telling everybody done baby know make sad handing heartache know got playing queen heart knowing really smart joker fool anything laying another lie thinking bout life crime cause keep away might also like lover know hide heart beneath cover tell one others know goin hard lover say fun playing queen heart knowing really smart joker fool anything playing queen heart knowing really smart joker fool anything laying another lie thinking bout life crime cause keep away playing queen heart playing queen heart playing queen heart playing queen 
"""Rapture""",toe toe dancing close barely breathing almost comatose wall wall people hypnotized stepping lightly hang night rapture back back sacroiliac spineless movement wild attack face face sightless solitude finger popping hour shopping rapture fab five freddy told everybody fly spinnin said flash fast flash cool france soir est pa flash nous deux fran ois est pa flash dude stop sure shot parking lot get car drive real far drive night see light come right land ground come man mar try run got gun shoot dead eats head man mar night eatin car eat cadillacs lincoln mercury subaru stop keep eatin car car night eat bar people meet face face dance cheek cheek one one man man dance toe toe move slow cause man mar car eatin bar yeah wall wall door door hall hall gon eat rap ture pure take tour sewer strain brain paint train singin rain said stop punk rock might also like man man body muscular seismic decibel bite jugular wall wall tea time technology digital ladder sign bad luck rapture well see wan party cause man mar eat bar gone back space hassle human race hip hop stop blast sure shot cause man mar stopped eatin car eatin bar eats guitar get 
"""A Woman Needs Love (Just Like You Do)""",doo doo doo doo doo mmm mmm mmm woman need love like hoo kid thinkin fool around like hoo unless give lovin want mistake thinkin old fashioned time changed yesterday longer old double standard accepted woman today think foolin might foolin remember woman need love like hoo hey kid thinking fool around like hoo unless give lovin want might also like eye beggin affection put make wait try give worn excuse tired workin late tell one day come home early work open door get feeling hurt need yeah like woman got whoa yeah like smart mmm like better stop foolin around hey hey cause like hoo thinking hoo ooh like hoo example time poor jack returned hill somebody else lovin jill woman need love like hoo hey kid thinkin fool around yeah fool around better take insurance sure give love mmm like yeah sweet sweet love want like cause fool around like like fool around hoo without like woman need love like hoo hey kid thinking hoo ooh fool around like hoo woman need like 
